event,radiator,recoiler_before,recoiler_after,daughter_b,daughter_c,radiator_pid,daughter_b_pid,daughter_c_pid,recoiler_pid,scale,Q,Q2,z,z_lab,residual
1784,7,17,8,9,10,21,21,-2,-2,1.6679999828338623,4.993771996971108,24.93775875773281,0.6271784623460284,0.870006793020291,0.01488537502402278
