event,radiator,recoiler_before,recoiler_after,daughter_b,daughter_c,radiator_pid,daughter_b_pid,daughter_c_pid,recoiler_pid,scale,Q,Q2,z,z_lab,residual
1587,11,20,10,12,13,21,-3,21,-3,1.1729999780654907,2.994849425238094,8.969123079848941,0.41744379487122946,0.21709597166045227,0.012803627641445495
3968,29,88,28,30,31,21,-3,21,-3,1.621000051498413,6.413575260059169,41.13394761644304,0.37311303116030264,0.07127650718402644,0.009217041188611561
