event,radiator,recoiler_before,recoiler_after,daughter_b,daughter_c,radiator_pid,daughter_b_pid,daughter_c_pid,recoiler_pid,scale,Q,Q2,z,z_lab,residual
118,9,8,19,17,18,2,2,21,21,0.535694420337677,1.5241927006788745,2.3231633888027607,0.8620976248540065,0.8715036700465933,1.5269146510898468e-07
120,6,5,13,11,12,-2,-2,21,2,2.3502485752105713,4.766349468257119,22.71808725355492,0.5848377598098518,0.5783482667050132,5.742286979397659e-06
120,9,10,16,14,15,-3,-3,21,21,1.9741239547729492,5.16634172285757,26.691086797338926,0.8241216642057109,0.9611132231575283,9.647854600094942e-07
120,26,25,29,27,28,2,2,21,21,0.6366708278656006,1.332514426036208,1.775594695594605,0.6677236513181435,0.6875504122977951,2.0212918469683135e-07
124,5,6,29,27,28,1,1,21,-2,0.5414330363273621,1.7049165562786346,2.906740463872999,0.8761417828978327,0.8910961134177781,3.0517637242098356e-05
126,9,10,13,11,12,-2,-2,21,21,0.6499204039573669,1.2968030983034606,1.6816982757694552,0.5178613329300009,0.5181092042256426,1.4234498021359749e-05
127,5,6,13,11,12,1,1,21,-3,1.1208209991455078,2.265991005890466,5.134715238776486,0.4387295028785923,0.40494873841428225,6.771426062286951e-07
128,5,6,9,7,8,-3,-3,21,2,1.1742100715637207,2.5025605238078277,6.262809175321308,0.3531359433217398,0.8781266570914976,1.2063251587508757e-05
128,9,8,12,10,11,2,2,21,21,0.8954359889030457,2.2233465037077953,4.943269675549678,0.8029283176632047,0.9146303408585459,1.027141105233457e-05
128,7,12,15,13,14,-3,-3,21,21,0.5982896685600281,1.2735258332025077,1.6218680478341412,0.7161446779058434,0.9700579904521922,1.049047606003212e-05
135,5,6,9,7,8,2,2,21,-3,1.0461491346359253,2.4187727239356684,5.8504614900551735,0.7398271843122707,0.7611618716438201,2.132487498152051e-05
137,5,6,9,7,8,1,1,21,-4,1.341690182685852,3.062993206663189,9.381927384064845,0.7440440908808251,0.7594884251072228,3.592752438630867e-06
142,7,8,12,10,11,-2,-2,21,21,1.0884636640548706,2.2677067657334864,5.142493975353429,0.6475181217399255,0.42612996997986263,2.7637536810325694e-07
143,5,6,9,7,8,-2,-2,21,1,0.8753111362457275,5.380293539918619,28.947558575690024,0.9728941974076343,0.8952376574337242,1.8952027673226173e-06
144,6,5,9,7,8,-3,-3,21,2,0.7173842191696167,1.9646664829284466,3.859914389142432,0.8514165511989918,0.363352418796133,1.6184417267514547e-05
145,5,6,9,7,8,-2,-2,21,3,0.7312446236610413,2.954373241350959,8.728321249210573,0.9352214668799004,0.9766621592391137,1.47574167289018e-05
146,6,5,9,7,8,1,1,21,-1,0.6392184495925903,2.485997341843766,6.180182783654271,0.9300512152827347,0.6105643086036227,1.8530389315154485e-06
147,7,8,12,10,11,2,2,21,21,0.5791253447532654,1.6427624702126071,2.698668533539027,0.8633890230350261,0.9673220208938438,4.8553214109208804e-05
150,5,6,9,7,8,1,1,21,-1,1.1128199100494385,2.2318606789204356,4.981202090111188,0.4926076268875827,0.487265878208008,4.557679403450447e-05
150,9,8,12,10,11,-1,-1,21,21,0.9719451665878296,2.482282979046115,6.161728788062056,0.8142275886039857,0.3518258622086201,1.9341730189787368e-05
150,7,12,15,13,14,1,1,21,21,0.8028466701507568,1.609873749138029,2.5916934881637337,0.5534505117920662,0.7875448202256488,1.0789726984812862e-05
152,6,5,9,7,8,1,1,21,-2,1.191341519355774,2.9155465852849805,8.500411890966909,0.7908329507185213,0.7905847383497555,4.777675730550706e-07
152,9,8,12,10,11,-2,-2,21,21,0.700886607170105,1.920387876808008,3.6878895973911687,0.8462931202551109,0.8483705535549289,7.539457464619588e-07
153,7,8,12,10,11,3,3,21,21,0.6140081286430359,1.3625568836286306,1.8565612611237654,0.7502692095841245,0.27513027388038896,1.7896908744371404e-07
154,5,6,9,7,8,-4,-4,21,1,2.1379120349884033,5.351856654174244,28.642369646829138,0.8152195083930561,0.6881120668173483,5.2060801702287055e-05
154,7,8,12,10,11,-4,-4,21,21,1.2205837965011597,2.7837822326030266,7.749443518556291,0.7987450903985605,0.886381171107216,6.784529946942455e-07
154,9,12,15,13,14,1,1,21,21,0.967080295085907,3.3012527788656576,10.898269909968228,0.9070590119219014,0.9762012135134334,3.3310531814559036e-05
155,5,6,9,7,8,-1,-1,21,2,1.0334820747375488,2.1375175954869157,4.568981471016165,0.6285841005393422,0.6280122172740941,5.437295691232409e-06
158,11,12,19,17,18,2,2,21,21,0.6972696781158447,1.8132318558784115,3.2878097631722687,0.20435098367473006,0.10641267067038067,5.4217086767010344e-05
160,6,5,13,11,12,-1,-1,21,3,0.6814431548118591,1.996101193683546,3.984419975424877,0.8688878701292837,0.8697874503759269,1.7367615407635626e-06
162,5,6,9,7,8,-2,-2,21,1,0.9156996607780457,1.8398242649071368,3.384953325741086,0.5641045986661193,0.530659334055478,2.1747142079167405e-05
165,6,5,9,7,8,-3,-3,21,2,0.8169313669204712,2.631850576112917,6.926637454985894,0.8957458042086673,0.5534153331503884,2.431858550075083e-06
165,7,8,12,10,11,-3,-3,21,21,0.6132110357284546,1.299859275774584,1.6896341368172259,0.7087714718315496,0.4655503250005717,5.538042168065349e-08
166,6,5,13,11,12,-2,-2,21,2,0.7542498111724854,1.5109586693492678,2.28299610048171,0.4955483506989001,0.3088113765526132,4.200583225036481e-06
169,5,6,9,7,8,2,2,21,-3,0.5353341102600098,4.510537901290614,20.344952158979133,0.9857856828195241,0.9357205411369038,1.7200607699133528e-06
171,6,5,9,7,8,-1,-1,21,2,0.6707962155342102,1.3848926573854732,1.9179276724801975,0.6442502823394284,0.6432952969604183,1.666000468656264e-08
173,5,6,9,7,8,2,2,21,-2,0.898641049861908,9.268541397828168,85.90585964325452,0.9905217589386042,0.9919701972861942,5.761953603456963e-06
173,7,8,12,10,11,2,2,21,21,0.8099072575569153,2.3491111395819835,5.518323146108165,0.8638899862490885,0.9223386988010006,1.7994168662052272e-05
173,10,11,15,13,14,2,2,21,21,0.641390323638916,1.389662711423407,1.9311624515206551,0.7093357604203504,0.92698491773526,1.9073532894196887e-05
174,6,5,9,7,8,-1,-1,21,2,0.8320574164390564,1.6740125259240595,2.80231793695065,0.570957625961081,0.5722934290392344,9.543216569311542e-07
174,11,12,15,13,14,-3,-3,21,2,0.6988686919212341,2.558361815650743,6.545215179779767,0.921769555532944,0.9094946550867434,5.806794385600956e-07
