event,radiator,recoiler_before,recoiler_after,daughter_b,daughter_c,radiator_pid,daughter_b_pid,daughter_c_pid,recoiler_pid,scale,Q,Q2,z,z_lab,residual
2329,12,11,15,13,14,21,3,-3,21,0.5421817302703857,1.1061077834577415,1.223474428625798,0.5421631319149787,0.35858154078373344,1.528591249149956e-07
2332,9,10,17,15,16,21,2,-2,21,0.9052295684814453,2.4382627408241837,5.94512519329146,0.17742979929624927,0.4720641235314123,8.21711154766436e-05
2333,8,9,12,10,11,21,-1,1,-3,0.5746302604675293,1.222949295644706,1.495604979717882,0.6439088241294403,0.6319641320330365,4.78536703521001e-07
2334,25,24,51,49,50,21,1,-1,21,0.7980587482452393,2.2177335908652527,4.918342280052087,0.16858958470208044,0.13222104649213906,2.443972150513042e-07
2334,28,33,69,67,68,21,-1,1,21,0.6617517471313477,1.584733089750115,2.5113789657489463,0.7500208155366626,0.3423921674760025,2.4357018014400322e-06
2344,17,18,25,23,24,21,2,-2,21,0.6748701930046082,1.3504583133172265,1.8237376560076086,0.5141920369458454,0.5345178411007245,9.310543150790517e-07
2351,15,16,22,20,21,21,-1,1,21,0.8543856143951416,1.7486646646404687,3.0578281093621626,0.5987570880207305,0.9075415415297577,3.815170173556729e-06
2369,13,12,38,36,37,21,-2,2,21,1.8806583881378174,4.141446561821539,17.151579624423448,0.7065796729112083,0.5724956951079141,7.688768146799611e-06
2369,69,51,83,81,82,21,2,-2,21,0.6495570540428162,1.5295222339933583,2.3394382642800338,0.737916726869091,0.827610019412146,2.7012747579980844e-06
2375,15,14,19,17,18,21,-3,3,21,0.7442216873168945,1.492637795761985,2.2279675893371973,0.4721991078416567,0.4469260992529969,4.96456958322456e-07
2428,10,9,15,13,14,21,-2,2,-1,0.5837725400924683,1.7800924906731892,3.168729275351078,0.14947271280578367,0.21478852292474956,1.0963308461623263e-06
2446,15,17,28,26,27,21,2,-2,21,0.8465068340301514,1.752179347785673,3.0701324668066263,0.6193437425215296,0.8826160473795526,2.902056136638558e-06
2449,20,19,24,22,23,21,1,-1,21,0.6024601459503174,1.243166253377055,1.5454623335355444,0.6042922711952694,0.52547616581897,8.688795409866125e-08
2453,17,18,21,19,20,21,2,-2,21,2.149052381515503,7.567028974473955,57.25992750052836,0.09005534960993922,0.9384785158609429,2.1887589273290773e-05
2453,28,27,71,69,70,21,-1,1,-1,0.540940523147583,1.273792741906327,1.6225479493332386,0.7255871811772239,0.4269824547193471,8.530182708121366e-06
2453,55,56,65,63,64,21,-3,3,21,0.5707371830940247,1.1531314352346433,1.3297121069263085,0.5360568488122823,0.5155615470615826,2.6982213597631173e-06
2460,11,12,15,13,14,21,-2,2,-1,0.5462536811828613,1.1097435562645215,1.231530760670627,0.5705694264745044,0.5214930657966207,8.095545251705024e-08
2471,46,47,65,63,64,21,-1,1,21,1.1352789402008057,2.6367079786989827,6.952228964934875,0.7460876574697926,0.7561869603355215,1.9697170816782476e-06
2471,69,64,105,103,104,21,1,-1,1,0.6465656757354736,1.381525456322971,1.9086125864683936,0.3454039530130215,0.5423372291828709,3.4014572899530744e-07
2475,28,29,45,43,44,21,-3,3,21,0.5873926281929016,1.4176226875287372,2.0096540841961996,0.3016484803507913,0.2687658646341383,6.020235098307061e-07
2487,12,13,46,44,45,21,3,-3,3,0.9162619113922119,1.8354626027569994,3.3689229661194986,0.47593653129501207,0.5324550895938384,1.5787913895483134e-05
2507,84,59,116,114,115,21,1,-1,21,0.74565190076828,1.5168733416671396,2.3009047346604348,0.5814610897931464,0.21138653537826804,5.395267666809342e-06
2511,17,18,21,19,20,21,3,-3,21,1.1214591264724731,2.2597706646934275,5.106563457008974,0.4453397459055297,0.790078651426004,1.0533677117526303e-05
2544,8,7,19,17,18,21,-2,2,-1,0.6949529051780701,1.671187957277233,2.792869188548451,0.7550553329064066,0.7734646063320585,6.664001874625056e-08
2592,15,16,19,17,18,21,1,-1,2,0.607993483543396,1.3696682999571752,1.8759912519075783,0.29836121712897884,0.6120884241783413,5.714903155979841e-05
2594,21,22,30,28,29,21,-3,3,21,1.8550175428390503,3.8007890293304616,14.445997245478793,0.39540551657270945,0.2687919750057496,1.5209041035961976e-06
2594,48,49,73,71,72,21,-3,3,-3,0.6440678238868713,1.3657169517652554,1.865182792338981,0.3868593137286737,0.32636837564913074,2.7028258364226004e-07
2603,28,20,40,38,39,21,2,-2,21,0.6522655487060547,1.4024713809929106,1.9669259745041616,0.6619721262359567,0.1841478555021308,3.453888591080683e-07
2616,29,30,33,31,32,21,-3,3,21,0.8911807537078857,1.8081959050613101,3.2695724310804906,0.5701669232592178,0.45657182348242276,7.475869652396996e-07
2631,15,10,18,16,17,21,1,-1,21,0.6706011295318604,1.39199696630004,1.937655554188515,0.3821631240010222,0.37233006155424303,1.1348386266624791e-07
2633,8,9,12,10,11,21,3,-3,2,0.6605308055877686,1.3213807070796229,1.7460469730422439,0.492816054353702,0.42578287106287777,7.4832468373212256e-06
2637,8,7,12,10,11,21,-3,3,-1,0.8413392901420593,1.845850761946099,3.4071650353769947,0.3272376032682999,0.3303404290712648,1.068688089054772e-06
2676,38,37,47,45,46,21,-3,3,21,0.5219781994819641,1.3493580566635273,1.8207671650827706,0.28730312047158857,0.26124925683323236,2.666641796853137e-07
2686,10,7,15,13,14,21,2,-2,1,0.5536402463912964,1.2023808327693808,1.4457196670111898,0.3371123865217259,0.28182138141625973,2.1325066309784603e-06
2691,37,38,56,54,55,21,-1,1,-2,0.5396659970283508,1.1680798157592505,1.3644104559841645,0.3422722921521952,0.48605814597730124,5.707966576321729e-07
2696,12,7,15,13,14,21,-2,2,-2,0.5724104642868042,1.2621494803680335,1.5930213107932971,0.6794453642979619,0.46181974390418784,5.339525004377638e-07
2709,15,16,19,17,18,21,-3,3,-1,1.5131394863128662,5.361790612950579,28.748798577124944,0.09449530320885867,0.09516801752116551,1.3093763329784016e-05
2756,13,7,18,16,17,21,2,-2,2,0.9838414192199707,2.5583864359778685,6.5453411557955405,0.8087288751556665,0.3206899676092705,1.3487125289675917e-05
2763,12,11,15,13,14,21,1,-1,21,0.8309808373451233,2.144947706855475,4.600800665144561,0.19924361077486372,0.746333918311399,2.8620026104514146e-06
2785,12,13,26,24,25,21,-1,1,-3,0.5024276971817017,2.2614932014153024,5.114351500047633,0.9284239647246176,0.9448019673607113,3.0644718936948305e-06
2805,8,7,16,14,15,21,1,-1,1,0.53000408411026,1.1188730120093524,1.2518768170028807,0.6292414646847057,0.5916322116553903,9.841537312244396e-07
2823,12,13,16,14,15,21,3,-3,3,0.5136604309082031,1.0751091065439382,1.155859590973705,0.5553211926553544,0.5520299997548423,1.0457907581386677e-05
2834,12,13,16,14,15,21,-3,3,-1,1.3309413194656372,2.7631595390563963,7.635050638278358,0.3749675647147189,0.3852077275613746,8.139908482878007e-07
2836,13,11,18,16,17,21,1,-1,21,0.6569370627403259,1.3146527789681433,1.7283119292486617,0.4850970822147667,0.5848302999528187,5.337965335875144e-07
2845,29,28,78,76,77,21,2,-2,2,0.6492024660110474,1.8679662199166018,3.4892977987495186,0.8362761530446524,0.317907277441177,9.172294149252203e-06
2850,12,13,19,17,18,21,-2,2,-2,0.5674374103546143,1.2278510591202947,1.5076182233828295,0.3390567691596848,0.3153418586560413,2.1606683731079102e-07
2868,10,9,13,11,12,21,-3,3,21,0.7977761030197144,1.5976436412712527,2.5524652044944673,0.5198911147182284,0.20744433355163755,9.539071186351312e-07
2875,18,19,23,21,22,21,3,-3,21,0.9287318587303162,1.8666063183958763,3.4842191478754074,0.5417341871100678,0.29688665392003694,1.6933688038314814e-07
2914,46,47,69,67,68,21,2,-2,21,0.524280309677124,1.0486544272336946,1.099676107756828,0.49480972587557126,0.7674953770831123,4.231180494042637e-08
2928,11,12,15,13,14,21,-2,2,-1,0.667637050151825,1.487452886025394,2.2125160881452737,0.3025629880926533,0.409767026830943,5.226039265617782e-07
2932,74,73,93,91,92,21,2,-2,21,0.5978281497955322,1.382380300579518,1.910975295430319,0.7204973343615114,0.7462775539352758,1.2102091612963052e-06
3018,17,16,24,22,23,21,-1,1,-1,1.5092469453811646,3.127001773538439,9.778140091712544,0.6276258902964268,0.6395514827162679,6.664001874625056e-08
3045,8,7,12,10,11,21,3,-3,1,1.004732370376587,2.834923870977491,8.036793354238,0.16997962009181591,0.8109022861706406,2.3353232657315964e-05
3050,21,20,24,22,23,21,1,-1,21,0.5593664646148682,1.2898535234548911,1.6637221119689976,0.7138172075922555,0.5112048376617154,1.538640728559471e-06
3052,12,11,16,14,15,21,-2,2,21,1.6130106449127197,3.30745756361322,10.939275535102297,0.39193977077161024,0.3183121593669197,1.1484349196971286e-05
3052,25,26,35,33,34,21,3,-3,21,0.6523423790931702,1.312262287362725,1.7220323108344509,0.5347430109614253,0.3505632785248763,3.00089031713979e-06
3053,40,41,56,54,55,21,1,-1,21,0.5154970288276672,1.0489044925973363,1.1002006345908757,0.42849233920293295,0.438246024136493,2.2443328231392187e-07
3082,24,20,27,25,26,21,-3,3,21,0.7716415524482727,1.5770069005783778,2.486950764471821,0.5795275912475687,0.647308154020695,1.253935149290177e-07
3134,12,13,16,14,15,21,2,-2,1,0.6206852793693542,1.2718866441812606,1.617695635646669,0.40686104364155146,0.15809808388723506,1.7194222553736848e-06
3153,8,9,12,10,11,21,-2,2,-2,0.6746933460235596,1.444623666058194,2.086937536535416,0.6588182900914171,0.4133047945756715,4.865828105908459e-06
3178,10,9,13,11,12,21,-1,1,21,1.2699191570281982,2.9666691278707487,8.801125714261389,0.24809045721775547,0.24487495119009317,5.372690074837192e-07
3179,8,7,19,17,18,21,1,-1,1,0.5668569803237915,1.1429942238497426,1.3064357957538757,0.5519132641865941,0.43177711021955245,1.284009809763289e-07
3179,12,13,16,14,15,21,1,-1,21,0.899343729019165,1.8689226546768154,3.4928718891642347,0.6263794521401398,0.0557248241414708,2.791841245111574e-05
3204,30,29,68,66,67,21,2,-2,21,1.5607964992523193,4.880109428193565,23.815468031143723,0.11920060022482774,0.4615418910880579,1.5278050916668527e-06
3204,57,58,104,102,103,21,-1,1,21,0.7430298328399658,1.4869674885753639,2.211072312080125,0.515650477855547,0.5936717130541982,1.228781230931777e-07
3204,88,87,125,123,124,21,1,-1,21,0.5953480005264282,1.2132071332733836,1.4718715482254217,0.41955601896042455,0.45855976673860804,3.557603474352754e-07
3212,8,7,12,10,11,21,-1,1,-1,0.6681529879570007,1.391472789587482,1.9361965241623693,0.37750603219391393,0.4589483115932526,8.529935415138803e-06
3226,19,18,37,35,36,21,1,-1,21,0.5812577605247498,1.535349400356202,2.3572977811741493,0.20510603943917394,0.18537699956761758,2.500280419012217e-06
3289,8,9,12,10,11,21,-1,1,-2,0.6714187860488892,1.342939793880101,1.8034872899867282,0.5053758002520949,0.48173330126760494,5.812159672572622e-06
3297,15,10,18,16,17,21,3,-3,21,0.6153517365455627,1.2755295921516359,1.6269757404545186,0.5815624364675792,0.5000723090302748,5.911316481703565e-07
3299,8,9,12,10,11,21,-2,2,-1,0.9904938340187073,3.8433181707936765,14.77109456195285,0.9221014831299288,0.9227447130730566,6.397573649311289e-06
3311,180,92,186,184,185,21,3,-3,21,0.5085890889167786,1.1440093579128874,1.308757410992257,0.38870945189799194,0.4836393751936768,3.814813679170524e-06
3311,162,161,177,175,176,21,2,-2,21,0.5474416613578796,1.0950941163732006,1.199231123715201,0.4921638366740466,0.3752546006613489,1.7265424469495516e-07
3322,24,28,33,31,32,21,3,-3,21,0.6339439749717712,1.4614755603577396,2.135910813522969,0.31864996961836034,0.26032617508421424,2.3844186102917054e-06
3369,13,22,25,23,24,21,-2,2,21,0.7436672449111938,1.5850120542382626,2.5122632120805974,0.3428968808657157,0.2296689381621276,1.5907294923165463e-06
3378,54,55,61,59,60,21,1,-1,21,0.6198407411575317,1.4513210529752985,2.106332798809329,0.7315537636105909,0.4050251910372992,1.2665987014770508e-07
3381,8,9,12,10,11,21,-1,1,-4,0.8683531880378723,1.8917670127549038,3.578782430547612,0.6857943381771135,0.719767931240382,1.9082797281243946e-07
3387,8,7,12,10,11,21,-2,2,-1,2.4635300636291504,5.146661136433831,26.488120853278375,0.643303066393786,0.6381939302143765,2.9823269783892386e-07
3394,25,28,31,29,30,21,-3,3,21,0.7811942100524902,1.7112276620015834,2.9283001111994054,0.33448103272975216,0.29883905822095824,4.470348358154297e-08
3396,52,51,58,56,57,21,-3,3,21,1.3967115879058838,2.817377540415653,7.937616205238555,0.5608190798038082,0.5608023327710272,5.960464477539063e-08
3396,47,56,70,68,69,21,-3,3,-3,1.1140382289886475,2.2307431955452364,4.976215204471373,0.48281668199243716,0.547632984083607,7.867192204135045e-06
3396,66,65,118,116,117,21,1,-1,21,0.6081880331039429,1.4063234631690413,1.9777456830597657,0.27861644666536955,0.8789740377158796,7.629892918068123e-06
3396,103,83,109,107,108,21,3,-3,21,0.6430454850196838,1.2880964994460133,1.6591925918850734,0.4823984680415621,0.38532674996433564,9.313225746154785e-08
3414,14,15,19,17,18,21,-2,2,21,0.6291478872299194,1.6323599420075727,2.6645989802709664,0.20872437958700196,0.16108804880005212,2.3025337972069633e-06
3426,45,44,78,76,77,21,-3,3,-1,0.7815781831741333,1.5782374000537907,2.490833290928549,0.44665270811794,0.7098151842568841,1.8980710510696465e-07
3433,22,23,30,28,29,21,-1,1,21,0.6457654237747192,1.321197223835925,1.7455621042717553,0.4087247437049951,0.38379569591339535,6.748844314788054e-07
3450,23,16,26,24,25,21,-1,1,21,1.453479528427124,3.3492405970962107,11.217412577237383,0.25653753780853567,0.2569489552384133,9.55999787589636e-07
3456,72,71,151,149,150,21,3,-3,4,0.565632164478302,1.1661496372681062,1.3599049765005358,0.5624448495630917,0.4559408262945189,2.846862848779976e-07
3472,8,7,12,10,11,21,2,-2,2,0.5460659265518188,1.0925586783432768,1.1936844656232077,0.5111363315583157,0.5353977366922635,8.461215833367826e-08
3546,43,44,58,56,57,21,-3,3,21,1.2927607297897339,2.5933671157633533,6.725552997122733,0.535858601839748,0.5118660378591462,2.6656007498500226e-07
3546,54,55,64,62,63,21,2,-2,21,1.2786498069763184,2.870423154975155,8.239329088617524,0.7210204788188607,0.7758708114520494,5.436861777352802e-06
3568,8,9,12,10,11,21,2,-2,1,0.5301808714866638,1.1616575311672332,1.3494482197175515,0.6680432095890939,0.6916475749789998,2.5130642690561752e-06
3572,21,18,24,22,23,21,-1,1,21,0.5137453079223633,1.1182948050196468,1.2505832709339302,0.6593126203976913,0.6714681828290253,3.1092251228740835e-06
3582,23,24,30,28,29,21,3,-3,1,0.5028418898582458,1.0730964288376685,1.1515359455841576,0.43670798910829917,0.6220760582073581,2.198363215256593e-06
3642,10,9,19,17,18,21,1,-1,2,1.6470187902450562,3.2977048028502103,10.874856966741344,0.4769030152868383,0.3639700134408127,9.044403377469491e-07
3647,24,18,29,27,28,21,1,-1,21,1.5912553071975708,3.284821809121448,10.790054317679903,0.6212933393135341,0.3169713180518809,2.0384113156971317e-06
3707,11,12,15,13,14,21,-1,1,-1,0.8073214292526245,2.0221399728241507,4.089050069693258,0.7845423584308889,0.7919971883082338,5.790879592842771e-07
3771,16,17,24,22,23,21,2,-2,21,0.5862334966659546,1.3741242773446312,1.8882175295879051,0.728702129284917,0.5200707583453534,1.3496506193420214e-06
3786,12,11,15,13,14,21,3,-3,21,0.9862582683563232,2.0647328379263588,4.263121692011435,0.6292722905895594,0.5856556971814975,4.842304232499576e-07
3796,23,24,28,26,27,21,-2,2,21,0.8412070870399475,1.7119124307674833,2.930644170616233,0.41471832610658393,0.18938744226969118,1.686548813477061e-06
3821,17,20,25,23,24,21,2,-2,21,0.8057525753974915,1.6479790805025754,2.715835049774114,0.40414759230382474,0.34511039507394786,1.1935820814669602e-06
3842,12,11,15,13,14,21,1,-1,21,0.6516080498695374,1.3775678683672443,1.8976932319578736,0.357822611191884,0.09333056963345969,3.37180138718825e-06
3859,8,7,12,10,11,21,-1,1,-1,1.4551421403884888,4.891283821398191,23.924657421471693,0.10181761519365347,0.9452027936360693,5.922269633809173e-06
3859,14,15,18,16,17,21,-2,2,-1,1.2089834213256836,4.003599659470436,16.028810233311788,0.106934828289814,0.8371354834142766,2.1115870798732954e-05
3863,88,87,92,90,91,21,-2,2,21,0.7033587694168091,1.7196732801377557,2.9572761904197478,0.234427256122694,0.841136332561591,9.489688341160212e-07
3981,15,14,24,22,23,21,1,-1,21,0.5844656229019165,1.2950957328758006,1.6772729573131073,0.3277225009070511,0.9262177216520363,6.748888445854934e-05
3991,63,62,154,152,153,21,1,-1,21,0.7542281746864319,2.0359937649360793,4.14527061085859,0.18232288745672937,0.5672878417746197,4.271106656754442e-07
3991,89,88,136,134,135,21,-1,1,21,0.8233779668807983,1.9100574656511982,3.648319522089878,0.7377742362861499,0.5664739453769061,8.33000234328132e-08
4008,15,14,18,16,17,21,-1,1,21,0.5101451277732849,1.198540364547669,1.4364990054500595,0.7189723092641,0.7241932247135218,4.75393979956815e-06
4010,12,9,15,13,14,21,2,-2,1,0.8778938055038452,1.7560660092563325,3.0837678288654615,0.5082639281544766,0.5628354517186227,5.791388824679376e-07
4013,10,13,21,19,20,21,-3,3,21,0.6222487688064575,2.0918327218688106,4.375764136281077,0.14701159057265745,0.0626317366092507,1.6248203532883312e-06
4065,14,13,70,68,69,21,-3,3,21,0.9443233013153076,2.2087382551980634,4.878524679975385,0.7311562924306482,0.5480328810000389,6.929154178908615e-07
4079,14,11,19,17,18,21,-3,3,-1,0.523708164691925,1.0507341235658612,1.1040421984257183,0.48781212585175115,0.4928047309676016,1.48311475197929e-07
4084,37,36,40,38,39,21,1,-1,21,0.529654860496521,1.4908082713967445,2.2225093020649496,0.1845371341520564,0.8424749980421581,1.0144971657935451e-06
4141,8,9,12,10,11,21,2,-2,1,0.8503817915916443,1.7008892282208168,2.8930241666776055,0.49403788681587324,0.4891402703789781,1.3175736155733865e-06
4168,12,13,20,18,19,21,1,-1,3,1.4784917831420898,3.6438399054897217,13.277569256839342,0.21275228610041613,0.19956120199749275,1.3886347264282814e-05
4169,8,9,12,10,11,21,2,-2,1,1.095141053199768,2.196058865779023,4.822674541966649,0.5345340195646896,0.24336653414368326,1.955915769723575e-06
4213,8,9,12,10,11,21,-2,2,-2,0.8901100754737854,1.781716054243667,3.1745120979496217,0.4809714223606824,0.4604607886374858,2.6676824375939604e-07
4227,9,10,17,15,16,21,-2,2,21,0.9176211357116699,2.2847397225292005,5.220035599702808,0.7851165163554964,0.20643097178990522,2.910538795893234e-06
4232,8,9,12,10,11,21,-3,3,-1,0.7297481298446655,1.7420376878049075,3.0346953057326687,0.27647694991986776,0.18188021021176512,6.08763045543894e-07
4246,10,9,34,32,33,21,1,-1,21,0.712451696395874,1.487717516557174,2.2133034090710453,0.3711541419131791,0.28180432687650203,1.5081859742259972e-06
4255,37,36,41,39,40,21,3,-3,21,0.5199649333953857,1.1620201229822174,1.3502907662156076,0.3863684725517713,0.4524126707327037,3.0158739043912504e-06
4281,8,9,12,10,11,21,3,-3,2,0.5902900695800781,1.4815558117028407,2.195007623190463,0.722894727469407,0.7226800080933209,8.852363997472098e-05
4287,13,16,21,19,20,21,-2,2,21,0.592146635055542,2.358643172250874,5.563197614005665,0.08487116341963279,0.1369897560951351,8.100600710470173e-07
4319,9,10,17,15,16,21,-3,3,-3,0.731058657169342,2.658480906050658,7.067520727835927,0.8869224130347764,0.8930338801779988,3.4388445107473697e-06
4325,8,9,12,10,11,21,-1,1,-3,0.536125123500824,2.018374132554108,4.073834138963548,0.09967712960972255,0.06854898927364532,1.5091426416068316e-06
4335,8,9,12,10,11,21,3,-3,2,0.768674910068512,2.49535493868121,6.226796270000705,0.13914671313993915,0.954068082257163,0.00018505490697290358
4338,12,11,15,13,14,21,1,-1,21,0.5956385731697083,1.3314618127948188,1.7727905589308648,0.30610629684242036,0.8233669582060343,2.5164227116256355e-05
4340,10,7,21,19,20,21,-3,3,-2,0.6442879438400269,1.5845961047440693,2.5109448151700775,0.7257355172659089,0.460456592532408,4.768380676969594e-07
4349,10,9,13,11,12,21,-2,2,21,0.6096674203872681,1.2410861188868063,1.540294754493516,0.42008164863593106,0.3236287976382162,1.0789634377742117e-05
4349,13,12,16,14,15,21,3,-3,2,0.5168845653533936,1.1694744775628518,1.367670553670905,0.3787206324668382,0.4577984430015895,1.0789720714567532e-05
4351,8,9,12,10,11,21,-2,2,-1,0.6184334754943848,1.2398755349673873,1.5372913422106649,0.473143995682802,0.5232429984473644,8.530052554813687e-06
4373,18,19,22,20,21,21,-2,2,-1,0.6946208477020264,1.3913315113896312,1.9358033745857552,0.5241153093393673,0.4723135793159866,1.4642807846541365e-07
4375,12,13,25,23,24,21,-1,1,21,0.5937063097953796,1.1912859979117842,1.4191623288206756,0.53246978257752,0.7791677493425333,3.814704541575675e-06
4390,10,9,15,13,14,21,3,-3,1,0.5735140442848206,1.3873871244367677,1.9248430330529231,0.6949786279971203,0.3099261760015606,0.00015790225320549433
4391,8,9,12,10,11,21,-3,3,-1,1.0417636632919312,2.1210078099830327,4.498674130009022,0.5856045903594544,0.5641629956475835,1.7402948711893764e-05
4414,16,12,21,19,20,21,1,-1,2,0.5327094793319702,1.0826383770089063,1.1721058553724788,0.5703789611383561,0.14127441312650144,2.8495855899052293e-05
4490,8,9,12,10,11,21,3,-3,2,0.7713698744773865,1.709092556896423,2.920997368038753,0.32550565522654884,0.35036615574545865,9.274054643967285e-06
4496,29,44,67,65,66,21,-1,1,21,0.5758194923400879,1.1809781234046208,1.3947093279602996,0.40731718279937884,0.3005858055636827,9.725619313390252e-06
4509,13,14,18,16,17,21,2,-2,21,0.72529137134552,1.5085585236050159,2.275748819141345,0.37655334747748165,0.36666540923542884,1.769414855098414e-07
4523,10,11,15,13,14,21,1,-1,21,0.9027405977249146,1.880141355885772,3.534931518111989,0.6305263539216183,0.13955807821402952,8.092661369674273e-06
4534,15,14,19,17,18,21,3,-3,1,0.547261118888855,1.095010969397047,1.1990490230998603,0.5061014817114488,0.6198641864684785,4.3039599400866564e-07
4558,15,16,21,19,20,21,2,-2,21,0.5077203512191772,1.4661603798055858,2.1496262593116597,0.8220584252513642,0.9248330602077779,6.057263602567999e-07
4561,13,12,18,16,17,21,-3,3,21,0.8266297578811646,2.1743346454755135,4.727731150515126,0.21162858814577476,0.2049850025578794,4.775932583372994e-07
4587,16,17,21,19,20,21,-1,1,21,0.5777074694633484,1.1555212147158833,1.3352292776584704,0.5054929675561983,0.39356985438759406,3.783141890836114e-07
4609,8,9,12,10,11,21,-1,1,-1,0.8612196445465088,1.858437866990355,3.4537913054636604,0.3244870668130412,0.3236151439613825,1.47574167289018e-06
4637,17,16,22,20,21,21,3,-3,1,0.8533472418785095,2.121190218629986,4.4994479436115284,0.23815135192548342,0.604238260991536,0.0001130144460827303
4642,12,11,15,13,14,21,-3,3,21,0.639949381351471,1.6014862351938721,2.5647581615154422,0.2652489235750564,0.25658053498371336,4.770699320310986e-07
4709,25,24,66,64,65,21,-1,1,21,1.0179890394210815,2.1636185724501606,4.681245327051272,0.3388701202311527,0.4422083349425372,9.600052138031076e-07
4723,15,14,18,16,17,21,1,-1,21,0.6464744806289673,1.648897839378017,2.7188640847054923,0.7843573268027254,0.4835105271494608,2.2864644453125184e-06
4724,8,9,12,10,11,21,-1,1,-1,0.6154031157493591,1.2360402250647253,1.5277954379780567,0.5438562927028191,0.7366828836131563,1.3754248029640426e-05
4752,25,10,30,28,29,21,1,-1,21,1.1714266538619995,2.4131024104986922,5.823063243554599,0.615199326583968,0.45279498602778023,1.7666676195531154e-06
4764,10,9,13,11,12,21,1,-1,21,0.9018179774284363,2.2270393656146337,4.95970433599723,0.2196807568696507,0.2196876029164897,5.394878926829907e-06
4769,20,21,27,25,26,21,-1,1,21,0.5030201077461243,1.2177136423231076,1.4828265146998092,0.2632915059564914,0.09926592677417692,4.773607396972581e-07
4798,13,14,18,16,17,21,1,-1,21,0.7575340270996094,1.5542465707516455,2.4156824026932497,0.39900022172284094,0.3908214867593449,4.1897510424969773e-07
4799,8,7,12,10,11,21,-2,2,-3,1.139919638633728,3.583134924802614,12.838855889340232,0.12086672412921265,0.6433766142071258,4.015420582352172e-06
4801,19,17,24,22,23,21,3,-3,21,0.5451105833053589,1.0942532652517043,1.1973902085140167,0.5174119392676525,0.4214299316762279,1.146618190614459e-06
4802,23,22,32,30,31,21,-3,3,21,0.7268945574760437,1.4670214791819736,2.1521520203812656,0.4509591516704564,0.44650722978307433,1.219075281007385e-06
4826,15,16,19,17,18,21,2,-2,2,0.5808070302009583,1.4229420554398637,2.0247640931394244,0.7558432030382127,0.240877461383668,1.2063177960500009e-05
4829,51,52,82,80,81,21,-3,3,21,0.6921426653862,1.6030986014469486,2.569925125961163,0.30289880104814376,0.1828007916041979,1.3487814679001122e-06
4829,99,100,109,107,108,21,1,-1,3,0.5125673413276672,1.0577673418147528,1.1188717494098483,0.4036978944081471,0.19466769974522835,9.965969686034897e-07
4832,10,9,21,19,20,21,-3,3,21,0.8756299018859863,1.913564296529179,3.661728316951212,0.328190912323171,0.24280787442738141,2.861682560005578e-06
4834,9,10,17,15,16,21,3,-3,21,2.9337198734283447,7.147055106279339,51.080396692193574,0.2173148633173447,0.30127052020853096,1.7155275296035317e-06
4848,8,9,12,10,11,21,2,-2,1,0.7451980710029602,1.5717532666332081,2.4704083311721607,0.3558968045533105,0.4490812389370289,4.5475709819033005e-06
4867,8,7,12,10,11,21,-2,2,-1,0.5019971132278442,1.0544111159433267,1.1117828014248516,0.6115568509866486,0.6564494739388922,3.281531065644528e-05
4872,16,11,21,19,20,21,3,-3,21,0.5544112324714661,1.1677079135723443,1.3635417714194773,0.41950929291101324,0.7255964339344576,1.0789626660450343e-05
4894,11,12,16,14,15,21,2,-2,21,0.6193856596946716,1.3193251585780372,1.7406188740569633,0.6517121984540213,0.8082167477417271,1.0789696115877595e-05
4899,21,18,24,22,23,21,-1,1,-1,0.5022934079170227,1.0348767110863009,1.0709698071487992,0.5924485044803205,0.26622891962829665,3.911809473035864e-05
4966,10,9,13,11,12,21,1,-1,2,1.150455117225647,2.3968406369115005,5.744845038750327,0.634624706131139,0.7124954667357389,1.6726511955740786e-07
4996,18,17,22,20,21,21,3,-3,2,0.7942231893539429,1.6868409665310302,2.84543244636734,0.36654486100883243,0.6669181028215307,3.075518810332987e-05
4997,24,22,29,27,28,21,-2,2,21,0.9753521084785461,2.0106805623865043,4.042836323958909,0.6145597338090402,0.6367944795709927,4.275386990908952e-06
