event,radiator,recoiler_before,recoiler_after,daughter_b,daughter_c,radiator_pid,daughter_b_pid,daughter_c_pid,recoiler_pid,scale,Q,Q2,z,z_lab,residual
3911,4,9,3,6,5,-1,-1,-2,-2,1.178462028503418,4.58997250149675,21.067847564496333,0.6414041966428524,0.9246076076149559,0.015064299374921554
4016,3,9,4,5,6,-1,-1,-2,-2,1.1929659843444824,4.52569476072835,20.48191306728404,0.6401368584888656,0.9202842154809359,0.014845514721313149
