event,radiator,recoiler_before,recoiler_after,daughter_b,daughter_c,radiator_pid,daughter_b_pid,daughter_c_pid,recoiler_pid,scale,Q,Q2,z,z_lab,residual
2399,12,20,11,13,14,21,2,21,2,0.7645761966705322,2.3456778723463585,5.502204680815339,0.3874131660655211,0.13825700745895847,0.0010930748809540628
